,Filing Name,Filing Date,Filing Type,Industry,Province,Link
352,Boulder Creek Golf Course and Silverwing Golf Course,2019-12-12,Receivership,Other,Alberta,https://insolvencyinsider.ca/filing/boulder-creek-golf-course-and-silverwing-golf-course/
353,Star Navigation Systems Group (CSE: SNA),2019-12-11,NOI,Technology,Ontario,https://insolvencyinsider.ca/filing/star-navigation-systems-group-cse-sna/
354,"IEC Ltd., Audeamus Capital Corp.",2019-12-10,Interim Receivership,Real Estate,Alberta,https://insolvencyinsider.ca/filing/iec-ltd-audeamus-capital-corp-2/
355,"IEC Ltd., Audeamus Capital Corp.",2019-12-10,CCAA,Real Estate,Alberta,https://insolvencyinsider.ca/filing/iec-ltd-audeamus-capital-corp/
356,Traverse Energy (TSX-V: TVL),2019-12-06,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/traverse-energy-tsx-v-tvl/
357,Prendiville Industries,2019-12-05,NOI,Other,Ontario,https://insolvencyinsider.ca/filing/prendiville-industries/
358,Rando Drugs,2019-12-04,Receivership,Healthcare,Ontario,https://insolvencyinsider.ca/filing/rando-drugs/
359,Wayland Group (CSE: WAYL),2019-12-02,CCAA,Cannabis,Ontario,https://insolvencyinsider.ca/filing/wayland-group-cse-wayl/
360,AgMedica,2019-12-02,CCAA,Cannabis,Ontario,https://insolvencyinsider.ca/filing/agmedica/
361,Ventures West Transport,2019-11-29,CCAA,Transportation,Alberta,https://insolvencyinsider.ca/filing/ventures-west-transport/
362,Barrymore Furniture,2019-11-29,NOI,Manufacturing / Retail,Ontario,https://insolvencyinsider.ca/filing/barrymore-furniture/
363,2305992 Ontario Inc.,2019-11-28,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/2305992-ontario-inc/
364,Richard Pelletier Holdings,2019-11-26,Bankruptcy,Other,Alberta,https://insolvencyinsider.ca/filing/richard-pelletier-holdings/
365,Bentley Leathers,2019-11-26,NOI,Retail,Quebec,https://insolvencyinsider.ca/filing/bentley-leathers/
366,Trade Secret Web Printing,2019-11-26,NOI,Printing,Ontario,https://insolvencyinsider.ca/filing/trade-secret-web-printing/
367,Accel Canada,2019-11-22,CCAA,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/accel-canada/
368,Clover Leaf Seafoods,2019-11-22,CCAA,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/clover-leaf-seafoods/
369,Eagle Energy (TSX-V: EGL),2019-11-19,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/eagle-energy-tsx-v-egl/
370,Wolf Coulee Resources,2019-11-18,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/wolf-coulee-resources/
371,Gestion Knightsbridge,2019-11-15,NOI,Real Estate,Quebec,https://insolvencyinsider.ca/filing/gestion-knightsbridge/
372,British Steel,2019-11-13,Foreign Recognition Order,Manufacturing,NA,https://insolvencyinsider.ca/filing/british-steel/
373,The Installation Group,2019-11-12,Receivership,Professional Services,Ontario,https://insolvencyinsider.ca/filing/the-installation-group/
374,Bouclair,2019-11-11,NOI,Retail,Quebec,https://insolvencyinsider.ca/filing/bouclair/
375,Trakopolis IoT (TSX-V: TRAK),2019-11-07,NOI,Technology,Alberta,https://insolvencyinsider.ca/filing/trakopolis-iot-tsx-v-trak/
376,Kitnuma Petroleum and Kitnuma Projects,2019-11-05,Bankruptcy,Oil and Gas,Nunavut,https://insolvencyinsider.ca/filing/kitnuma-petroleum-and-kitnuma-projects/
377,Einstein Exchange,2019-11-01,Receivership,Financial Services,British Columbia,https://insolvencyinsider.ca/filing/einstein-exchange/
378,PrimeWest Mortgage Investment Corporation,2019-10-31,Liquidation,Financial Services,Saskatchewan,https://insolvencyinsider.ca/filing/primewest-mortgage-investment-corporation/
379,North American Fur Auction,2019-10-31,CCAA,Professional Services,Ontario,https://insolvencyinsider.ca/filing/north-american-fur-auction/
380,Houston Oil & Gas,2019-10-29,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/houston-oil-gas/
381,DionyMed Brands (CSE: DYME),2019-10-29,Receivership,Cannabis,British Columbia,https://insolvencyinsider.ca/filing/dionymed-brands-cse-dyme/
382,Cartise,2019-10-24,Receivership,Distribution,Quebec,https://insolvencyinsider.ca/filing/cartise/
383,54 Shepherd Road Inc. and 60 Shepherd Road Inc,2019-10-24,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/54-shepherd-road-inc-and-60-shepherd-road-inc/
384,Le Bon Croissant,2019-10-24,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/le-bon-croissant/
385,"9227-1584 Quebec Inc., and 9336-9262 Quebec Inc.",2019-10-22,CCAA,Construction,Quebec,https://insolvencyinsider.ca/filing/9227-1584-quebec-inc-and-9336-9262-quebec-inc/
386,DEL Equipment,2019-10-22,CCAA,Automotive,Ontario,https://insolvencyinsider.ca/filing/del-equipment/
387,ACCEL Energy,2019-10-21,NOI,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/accel-energy/
388,Aquila Fabrication and Equipment,2019-10-18,Receivership,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/aquila-fabrication-and-equipment/
389,Biomod Concepts,2019-10-17,NOI,Biotech,Quebec,https://insolvencyinsider.ca/filing/biomod-concepts/
390,TamTan Inc.,2019-10-16,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/tamtan-inc/
391,3070 Ellesmere Developments,2019-10-15,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/3070-ellesmere-developments-2/
392,NTG Clarity Networks (TSX-V:NCI),2019-10-09,Receivership,Professional Services,Ontario,https://insolvencyinsider.ca/filing/ntg-clarity-networks-tsx-vnci/
393,Skyline Sign Service,2019-10-09,NOI,Printing,Alberta,https://insolvencyinsider.ca/filing/skyline-sign-service/
394,Forever XXI ULC,2019-10-07,CCAA,Retail,Ontario,https://insolvencyinsider.ca/filing/forever-xxi-ulc/
395,Applefest Lodge,2019-10-04,Receivership,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/applefest-lodge/
396,Bellatrix Exploration (TSX: BXE),2019-10-02,CCAA,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/bellatrix-exploration-tsx-bxe/
397,B&W Heat Treating Canada,2019-09-27,Receivership,Distribution,Ontario,https://insolvencyinsider.ca/filing/bw-heat-treating-canada/
398,FTI Holdings,2019-09-27,Bankruptcy,Transportation,Ontario,https://insolvencyinsider.ca/filing/fti-holdings/
399,Venturi Logging,2019-09-25,Receivership,Other,British Columbia,https://insolvencyinsider.ca/filing/venturi-logging/
400,"Swift Hotels Group,",2019-09-20,Receivership,Food & Accommodation,Saskatchewan,https://insolvencyinsider.ca/filing/swift-hotels-group/
401,Curative Cannabis,2019-09-19,Receivership,Cannabis,Ontario,https://insolvencyinsider.ca/filing/curative-cannabis/
402,Purdue Pharma LP,2019-09-19,Foreign Recognition Order,Healthcare,NA,https://insolvencyinsider.ca/filing/purdue-pharma-lp/
403,Black Angus Group,2019-09-18,Receivership,Retail,Ontario,https://insolvencyinsider.ca/filing/black-angus-group/
404,CO2 Solutions (TSX-V: CST),2019-09-16,NOI,Technology,Quebec,https://insolvencyinsider.ca/filing/co2-solutions-tsx-v-cst/
405,Yukon Zinc,2019-09-13,Receivership,Mining,British Columbia,https://insolvencyinsider.ca/filing/yukon-zinc-2/
406,Energold Drilling,2019-09-13,CCAA,Construction,British Columbia,https://insolvencyinsider.ca/filing/energold-drilling/
407,Stornoway Diamond (TSX-SWY),2019-09-09,CCAA,Mining,Quebec,https://insolvencyinsider.ca/filing/stornoway-diamond-tsx-swy/
408,Belkin Holdings,2019-09-09,Receivership,Other,Manitoba,https://insolvencyinsider.ca/filing/belkin-holdings/
409,Westridge Cabinets,2019-09-09,Receivership,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/westridge-cabinets/
410,Ican Tile Distributors and Ican Contracting,2019-09-07,Bankruptcy,Distribution,British Columbia,https://insolvencyinsider.ca/filing/ican-tile-distributors-and-ican-contracting/
411,Les Serres Lefort,2019-09-06,NOI,Agriculture,Quebec,https://insolvencyinsider.ca/filing/les-serres-lefort/
412,FCV Technologies,2019-09-04,Bankruptcy,Technology,British Columbia,https://insolvencyinsider.ca/filing/fcv-technologies/
413,Icon Stone & Tile,2019-09-03,Bankruptcy,Professional Services,Alberta,https://insolvencyinsider.ca/filing/icon-stone-tile/
414,Starmor Developments,2019-08-26,Bankruptcy,Real Estate,Alberta,https://insolvencyinsider.ca/filing/starmor-developments/
415,3070 Ellesmere Developments,2019-08-20,NOI,Real Estate,Ontario,https://insolvencyinsider.ca/filing/3070-ellesmere-developments/
416,Groupe Capitales Médias,2019-08-19,NOI,Media,Quebec,https://insolvencyinsider.ca/filing/groupe-capitales-medias/
417,R.D.E. Ventures,2019-08-16,Receivership,Other,Alberta,https://insolvencyinsider.ca/filing/r-d-e-ventures/
418,Imperial Excavating,2019-08-16,Bankruptcy,Other,Newfoundland,https://insolvencyinsider.ca/filing/imperial-excavating/
419,Acier Orford,2019-08-16,Proposal,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/acier-orford/
420,Machine Works Industrial,2019-08-13,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/machine-works-industrial/
421,Gedex Systems,2019-08-12,CCAA,Technology,Ontario,https://insolvencyinsider.ca/filing/gedex-systems/
422,D Films Corporation,2019-08-09,Receivership,Entertainment,Ontario,https://insolvencyinsider.ca/filing/d-films-corporation/
423,Jack Cooper Ventures,2019-08-09,Other,Automotive,Ontario,https://insolvencyinsider.ca/filing/jack-cooper-ventures/
424,Skywell Homes,2019-08-08,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/skywell-homes/
425,Syncreon,2019-08-08,Foreign Recognition Order,Transportation,NA,https://insolvencyinsider.ca/filing/syncreon/
426,2547357 Ontario Inc.,2019-08-07,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/2547357-ontario-inc/
427,Bearstone Environmental Solutions,2019-08-06,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/bearstone-environmental-solutions/
428,Davids Footwear,2019-08-02,Receivership,Retail,Ontario,https://insolvencyinsider.ca/filing/davids-footwear/
429,Performance AG Group,2019-08-01,Bankruptcy,Agriculture,Alberta,https://insolvencyinsider.ca/filing/performance-ag-group/
430,Ideal (JS) Developments,2019-08-01,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/ideal-js-developments/
431,Ajax Petroleum,2019-07-31,Receivership,Oil and Gas,Ontario,https://insolvencyinsider.ca/filing/ajax-petroleum/
432,Yukon Zinc,2019-07-31,NOI,Mining,British Columbia,https://insolvencyinsider.ca/filing/yukon-zinc/
433,Bant Printocut Limited,2019-07-31,Bankruptcy,Other,Ontario,https://insolvencyinsider.ca/filing/bant-printocut-limited/
434,Le tour des champions de Montréal,2019-07-30,Bankruptcy,Other,Quebec,https://insolvencyinsider.ca/filing/le-tour-des-champions-de-montreal/
435,Plasticon Canada,2019-07-29,Bankruptcy,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/plasticon-canada/
436,Noreast Foods,2019-07-26,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/noreast-foods/
437,DT Grain,2019-07-24,Bankruptcy,Agriculture,Alberta,https://insolvencyinsider.ca/filing/dt-grain/
438,Sunrise Acquisition (Bond Head),2019-07-23,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/sunrise-acquisition-bond-head/
439,Schendel Mechanical Contracting,2019-07-19,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/schendel-mechanical-contracting-2/
440,Ideal (BC) Developments,2019-07-19,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/ideal-bc-developments/
441,ePRINTit.com,2019-07-18,Bankruptcy,Technology,Ontario,https://insolvencyinsider.ca/filing/eprintit-com/
442,National Recycling,2019-07-12,Receivership,Cleantech,Ontario,https://insolvencyinsider.ca/filing/national-recycling/
443,MF Live Inc.,2019-07-12,Bankruptcy,Entertainment,Saskatchewan,https://insolvencyinsider.ca/filing/mf-live-inc/
444,Miniso Canada,2019-07-11,CCAA,Retail,British Columbia,https://insolvencyinsider.ca/filing/miniso-canada/
445,Carrot Insights,2019-07-11,NOI,Technology,Ontario,https://insolvencyinsider.ca/filing/carrot-insights/
446,1050 Shoreview Drive,2019-07-08,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/1050-shoreview-drive/
447,ILTA Grain,2019-07-07,CCAA,Agriculture,British Columbia,https://insolvencyinsider.ca/filing/ilta-grain/
448,Xela Enterprises,2019-07-05,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/xela-enterprises/
449,Quinsam Coal Corporation,2019-07-03,Bankruptcy,Mining,British Columbia,https://insolvencyinsider.ca/filing/quinsam-coal-corporation/
450,Ceana Sunridge,2019-07-03,Receivership,Real Estate,Alberta,https://insolvencyinsider.ca/filing/ceana-sunridge/
451,Voice Construction,2019-06-25,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/voice-construction/
452,Alaskan Water Seafood,2019-06-24,Receivership,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/alaskan-water-seafood/
453,United Construction Company,2019-06-21,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/united-construction-company/
454,Homes By Design,2019-06-20,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/homes-by-design/
455,VistaCare Communications,2019-06-19,NOI,Professional Services,Nova Scotia,https://insolvencyinsider.ca/filing/vistacare-communications/
456,Flexcavators Canada,2019-06-17,Bankruptcy,Distribution,Alberta,https://insolvencyinsider.ca/filing/flexcavators-canada/
457,Station Point Developments,2019-06-17,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/station-point-developments/
458,Argex Titanium (TSX:RSX),2019-06-16,NOI,Technology,Quebec,https://insolvencyinsider.ca/filing/argex-titanium-tsxrsx/
459,Paserium Corporation,2019-06-13,Receivership,Real Estate,Alberta,https://insolvencyinsider.ca/filing/paserium-corporation/
460,Octopus Holdings,2019-06-13,Receivership,Food & Accommodation,Alberta,https://insolvencyinsider.ca/filing/octopus-holdings/
461,Holistic Blend,2019-06-12,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/holistic-blend/
462,Petrocapita Oil and Gas,2019-06-11,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/petrocapita-oil-and-gas/
463,Waterway Houseboats,2019-06-11,Receivership,Food & Accommodation,British Columbia,https://insolvencyinsider.ca/filing/waterway-houseboats/
464,Clarocity (TSX-V: CLY),2019-06-11,Receivership,Technology,Alberta,https://insolvencyinsider.ca/filing/clarocity-tsx-v-cly/
465,Amax Health,2019-06-04,Receivership,Distribution,Ontario,https://insolvencyinsider.ca/filing/amax-health/
466,6910 HWY7 Inc.,2019-06-04,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/6910-hwy7-inc/
467,Intercity Broadcasting Network,2019-06-03,Investigative Receivership,Media,Ontario,https://insolvencyinsider.ca/filing/intercity-broadcasting-network/
468,North American Lithium,2019-05-28,CCAA,Mining,Quebec,https://insolvencyinsider.ca/filing/north-american-lithium/
469,OrbCare,2019-05-27,NOI,Technology,Ontario,https://insolvencyinsider.ca/filing/orbcare/
470,OSSimTech,2019-05-27,NOI,Technology,Quebec,https://insolvencyinsider.ca/filing/ossimtech/
471,Hollander Sleep Products,2019-05-23,Foreign Recognition Order,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/hollander-sleep-products/
472,Terra Nova Construction,2019-05-17,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/terra-nova-construction/
473,Northfield Glass Group,2019-05-16,Receivership,Manufacturing,New Brunswick,https://insolvencyinsider.ca/filing/northfield-glass-group/
474,Bearspaw Country Club,2019-05-16,Receivership,Entertainment,Alberta,https://insolvencyinsider.ca/filing/bearspaw-country-club/
475,Mometal Structures,2019-05-08,Receivership,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/mometal-structures/
476,Cross Country Installation & Service,2019-05-08,Bankruptcy,Professional Services,Ontario,https://insolvencyinsider.ca/filing/cross-country-installation-service/
477,Groupe Paquette Mécanique du Bâtiment Inc.,2019-05-06,Receivership,Professional Services,Quebec,https://insolvencyinsider.ca/filing/groupe-paquette-mecanique-du-batiment-inc/
478,Inara,2019-05-05,Receivership,Food & Accommodation,Alberta,https://insolvencyinsider.ca/filing/inara/
479,189 Dundas Street West,2019-05-03,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/189-dundas-street-west/
480,Trident Exploration,2019-05-03,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/trident-exploration/
481,2507448 Ontario,2019-05-03,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/2507448-ontario/
482,Topaz Cabinets,2019-05-01,Bankruptcy,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/topaz-cabinets/
483,Solo Liquor Stores,2019-05-01,Receivership,Retail,Alberta,https://insolvencyinsider.ca/filing/solo-liquor-stores/
484,Toonbox Entertainment,2019-04-29,Proposal,Entertainment,Ontario,https://insolvencyinsider.ca/filing/toonbox-entertainment/
485,2504121 Ontario Inc.,2019-04-29,Bankruptcy,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/2504121-ontario-inc/
486,British Confectionery Company and British Baazar Company,2019-04-29,CCAA,Manufacturing,Newfoundland,https://insolvencyinsider.ca/filing/british-confectionery-company-and-british-baazar-company/
487,Ventana Windows & Doors Inc.,2019-04-25,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/ventana-windows-doors-inc/
488,Best Made Toys International,2019-04-23,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/best-made-toys-international/
489,Scholary Book Services,2019-04-18,Bankruptcy,Distribution,Ontario,https://insolvencyinsider.ca/filing/scholary-book-services/
490,Heavy North Construction,2019-04-16,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/heavy-north-construction/
491,Student Federation of the University of Ottawa,2019-04-15,Receivership,Education,Ontario,https://insolvencyinsider.ca/filing/student-federation-of-the-university-of-ottawa/
492,Patriot Equipment,2019-04-11,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/patriot-equipment/
493,Strategic Oil & Gas (TSX-V: SOG),2019-04-10,CCAA,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/strategic-oil-gas-tsx-v-sog/
494,Devlin Construction,2019-04-09,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/devlin-construction/
495,Harry Chung Enterprises Inc.,2019-04-09,Bankruptcy,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/harry-chung-enterprises-inc/
496,Mundo Media,2019-04-09,Receivership,Media,Ontario,https://insolvencyinsider.ca/filing/mundo-media/
497,Ula-Matic,2019-04-08,Receivership,Technology,Ontario,https://insolvencyinsider.ca/filing/ula-matic/
498,Unison Construction Management,2019-04-05,Bankruptcy,Construction,British Columbia,https://insolvencyinsider.ca/filing/unison-construction-management/
499,Intelligent Engineering (Canada) Limited,2019-04-04,Bankruptcy,Technology,Ontario,https://insolvencyinsider.ca/filing/intelligent-engineering-canada-limited/
500,Eco Energy Home Services,2019-04-03,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/eco-energy-home-services/
501,Bondfield,2019-04-03,CCAA,Construction,Ontario,https://insolvencyinsider.ca/filing/bondfield/
502,Innova Global,2019-04-01,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/innova-global/
503,Dundee Energy Ltd.,2019-03-29,Bankruptcy,Oil and Gas,Ontario,https://insolvencyinsider.ca/filing/dundee-energy-ltd/
504,Crystal Clear Vision,2019-03-29,Bankruptcy,Healthcare,Ontario,https://insolvencyinsider.ca/filing/crystal-clear-vision/
505,9449167 Canada Inc.,2019-03-29,Receivership,Retail,Ontario,https://insolvencyinsider.ca/filing/9449167-canada-inc/
506,Wow Air,2019-03-28,Bankruptcy,Transportation,Quebec,https://insolvencyinsider.ca/filing/wow-air/
507,Soliman & Associates Law Corporation dba Lonsdale Law,2019-03-25,NOI,Professional Services,British Columbia,https://insolvencyinsider.ca/filing/soliman-associates-law-corporation-dba-lonsdale-law/
508,Schendel Mechanical Contracting,2019-03-22,NOI,Professional Services,Alberta,https://insolvencyinsider.ca/filing/schendel-mechanical-contracting/
509,Genco Holdings,2019-03-22,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/genco-holdings/
510,"Rothmans, Benson & Hedges",2019-03-22,CCAA,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/rothmans-benson-hedges/
511,Kel’s Electrical Contracting,2019-03-21,Bankruptcy,Professional Services,Alberta,https://insolvencyinsider.ca/filing/kels-electrical-contracting/
512,Besco International Investment,2019-03-18,Receivership,Financial Services,British Columbia,https://insolvencyinsider.ca/filing/besco-international-investment/
513,Western Rocky Mountain Industries,2019-03-18,Receivership,Manufacturing,British Columbia,https://insolvencyinsider.ca/filing/western-rocky-mountain-industries/
514,Westpoint Capital,2019-03-13,Interim Receivership,Financial Services,Alberta,https://insolvencyinsider.ca/filing/westpoint-capital/
515,605673 British Columbia Ltd.,2019-03-13,Bankruptcy,Healthcare,British Columbia,https://insolvencyinsider.ca/filing/605673-british-columbia-ltd/
516,JMG Metal,2019-03-12,Bankruptcy,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/jmg-metal/
517,Imperial Tobacco,2019-03-12,CCAA,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/imperial-tobacco/
518,Green Earth Stores and Green Earth Environmental Products,2019-03-11,NOI,Retail,Ontario,https://insolvencyinsider.ca/filing/green-earth-stores-and-green-earth-environmental-products/
519,Distinct Infrastructure Group (TSX:DUG),2019-03-11,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/distinct-infrastructure-group-tsxdug/
520,JTI-Macdonald Corp.,2019-03-08,CCAA,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/jti-macdonald-corp/
521,Skyventure Whitby,2019-03-06,NOI,Other,Ontario,https://insolvencyinsider.ca/filing/skyventure-whitby/
522,York Rio Resources and Brilliante Brasilcan Resources,2019-03-06,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/york-rio-resources-and-brilliante-brasilcan-resources/
523,Divestco (TSX:DVT),2019-03-04,CCAA,Professional Services,Alberta,https://insolvencyinsider.ca/filing/divestco-tsxdvt/
524,Joe Books,2019-03-01,Bankruptcy,Printing,Ontario,https://insolvencyinsider.ca/filing/joe-books/
525,Ascent Industries (CSE:ASNT),2019-03-01,CCAA,Cannabis,British Columbia,https://insolvencyinsider.ca/filing/ascent-industries-cseasnt/
526,Hutchens et al.,2019-02-28,Interim Receivership,Other,Alberta,https://insolvencyinsider.ca/filing/hutchens-et-al/
527,Elcano Group,2019-02-26,CCAA,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/elcano-group/
528,Stantive Technologies Group,2019-02-25,CCAA,Technology,Ontario,https://insolvencyinsider.ca/filing/stantive-technologies-group-2/
529,"A&Q Sons Management, Canadian One Home Health Care, and Q & Sons Management",2019-02-22,Receivership,Healthcare,Ontario,https://insolvencyinsider.ca/filing/aq-sons-management-canadian-one-home-health-care-and-q-sons-management/
530,Northview Collision,2019-02-21,Receivership,Automotive,Ontario,https://insolvencyinsider.ca/filing/northview-collision/
531,"Nautilus Minerals (TSX:NUS),",2019-02-21,CCAA,Mining,British Columbia,https://insolvencyinsider.ca/filing/nautilus-minerals-tsxnus/
532,Payless ShoeSource Canada,2019-02-19,CCAA,Retail,Ontario,https://insolvencyinsider.ca/filing/payless-shoesource-canada/
533,Avara Boucherville Pharmaceutical Services,2019-02-18,Receivership,Healthcare,Quebec,https://insolvencyinsider.ca/filing/avara-boucherville-pharmaceutical-services/
534,Erwin Hymer Group North America,2019-02-15,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/erwin-hymer-group-north-america/
535,Bay Lawrence,2019-02-14,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/bay-lawrence/
536,RNG Restaurants,2019-02-14,Bankruptcy,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/rng-restaurants/
537,Reach For The Rainbow Ontario,2019-02-11,Bankruptcy,Other,Ontario,https://insolvencyinsider.ca/filing/reach-for-the-rainbow-ontario/
538,Rockmore Development,2019-02-11,Receivership,Real Estate,Alberta,https://insolvencyinsider.ca/filing/rockmore-development/
539,Sural Québec (“SQ”),2019-02-11,CCAA,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/sural-quebec-sq/
540,B.W. Rig Supply,2019-02-08,NOI,Distribution,Alberta,https://insolvencyinsider.ca/filing/b-w-rig-supply/
541,Pro Glass Services,2019-02-07,Bankruptcy,Professional Services,Ontario,https://insolvencyinsider.ca/filing/pro-glass-services/
542,Quadriga Fintech Solutions,2019-02-05,CCAA,Financial Services,British Columbia,https://insolvencyinsider.ca/filing/quadriga-fintech-solutions/
543,Lanla,2019-02-01,NOI,Technology,Quebec,https://insolvencyinsider.ca/filing/lanla/
544,Taxelco,2019-02-01,CCAA,Transportation,Quebec,https://insolvencyinsider.ca/filing/taxelco/
545,Mike Weir Wine,2019-01-30,Receivership,Agriculture,Ontario,https://insolvencyinsider.ca/filing/mike-weir-wine/
546,Resource Capital Gold,2019-01-28,NOI,Mining,British Columbia,https://insolvencyinsider.ca/filing/resource-capital-gold/
547,LREIT Holdings 34,2019-01-28,Receivership,Real Estate,Alberta,https://insolvencyinsider.ca/filing/lreit-holdings-34/
548,Sound City Music Entertainment (operating as RPM Distribution),2019-01-25,Bankruptcy,Entertainment,Ontario,https://insolvencyinsider.ca/filing/sound-city-music-entertainment-operating-as-rpm-distribution/
549,Satin Finish Hardwood Flooring,2019-01-23,NOI,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/satin-finish-hardwood-flooring/
550,Donaldson & James and The Agency Employment Services,2019-01-23,NOI,Other,Ontario,https://insolvencyinsider.ca/filing/donaldson-james-and-the-agency-employment-services/
551,VersAccounts,2019-01-22,NOI,Technology,Ontario,https://insolvencyinsider.ca/filing/versaccounts/
552,Confidence Tool & Mould Design,2019-01-22,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/confidence-tool-mould-design/
553,Sandpaul Investments,2019-01-21,Receivership,Professional Services,Ontario,https://insolvencyinsider.ca/filing/sandpaul-investments/
554,RMK Investments,2019-01-21,Proposal,Retail,British Columbia,https://insolvencyinsider.ca/filing/rmk-investments/
555,Pizza Salvatore,2019-01-17,Bankruptcy,Food & Accommodation,Quebec,https://insolvencyinsider.ca/filing/pizza-salvatore/
556,Gymboree Group,2019-01-17,NOI,Retail,Alberta / British Columbia / Manitoba / Nova Scotia / Ontario,https://insolvencyinsider.ca/filing/gymboree-group/
557,2104488 Ontario,2019-01-14,Bankruptcy,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/2104488-ontario/
558,2433552 Ontario,2019-01-11,Bankruptcy,Construction,Ontario,https://insolvencyinsider.ca/filing/2433552-ontario/
559,Nordan Group,2019-01-11,Receivership,Professional Services,Ontario,https://insolvencyinsider.ca/filing/nordan-group/
560,Scaffold Gold,2019-01-10,Receivership,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/scaffold-gold/
561,Kodiak Group of Companies,2019-01-10,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/kodiak-group-of-companies/
562,International Herbs (B.C.),2019-01-09,Bankruptcy,Agriculture,British Columbia,https://insolvencyinsider.ca/filing/international-herbs-b-c/
563,Horseshoe Bay Resources,2019-01-09,Bankruptcy,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/horseshoe-bay-resources/
564,Vari-Form,2019-01-08,CCAA,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/vari-form/
